Email Address,URL,Event Type,Engagement Time (sec),Traffic Medium,Traffic Source,Date
christina22@friedmanmartinezandmeyers.com,https://assetmanagement.com/insights,Page View,62,Referral,Newsletter,05-11-2024
doris66@franklingroup.com,https://assetmanagement.com/products/real-estate,Product View,143,Organic,Newsletter,15-11-2024
wallaceheidi@jones-warren.com,https://assetmanagement.com/insights/quarterly-report,Page View,106,Email,Investment Update,03-08-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/video/investment-strategies,Video View,98,Paid,Newsletter,14-12-2024
alicia78@jamesmillerandpineda.com,https://assetmanagement.com/insights,Page View,196,Email,Newsletter Campaign,24-06-2024
janet96@gibbsltd.com,https://assetmanagement.com/products/etf,Product View,99,Email,Investment Update,09-06-2024
zchapman@brown-richardson.com,https://assetmanagement.com/products/esg,Product View,119,Email,Newsletter Campaign,25-12-2024
jonathan23@chunggroup.com,https://assetmanagement.com/products/fixed-income,Product View,61,Email,Newsletter Campaign,24-10-2024
barrychapman@harrelllongandduran.com,https://assetmanagement.com/video/market-trends,Video View,248,Email,Newsletter Campaign,04-11-2024
craig06@smith-cole.com,https://assetmanagement.com/contact-us,Form Submission,33,Organic,Newsletter,17-07-2024
holmesmary@johnson-silva.com,https://assetmanagement.com/about-us,Page View,270,Paid,LinkedIn,15-10-2024
reedmichelle@ramirezllc.com,https://assetmanagement.com/products/real-estate,Product View,259,Email,Newsletter Campaign,11-11-2024
jacobbrock@graygilbertanddelgado.com,https://assetmanagement.com/insights/quarterly-report,Page View,199,Organic,Newsletter,22-10-2024
kevingarcia@williamsllc.com,https://assetmanagement.com/video/investment-strategies,Video View,188,Email,Newsletter Campaign,31-08-2024
fbrown@keith-sims.com,https://assetmanagement.com/insights,Page View,51,Email,Newsletter Campaign,25-07-2024
duane85@jackson-sanchez.com,https://assetmanagement.com/products/etf,Product View,198,Paid,Newsletter,05-11-2024
kimberly72@scottgrimesandsoto.com,https://assetmanagement.com/products/esg,Product View,155,Email,Newsletter Campaign,13-07-2024
heather68@adamsrogersandwebb.com,https://assetmanagement.com/products/fixed-income,Product View,50,Email,Investment Update,13-06-2024
qwall@hanna-sloan.com,https://assetmanagement.com/video/market-trends,Video View,99,Email,Newsletter Campaign,04-01-2025
kyoung@nunez-nguyen.com,https://assetmanagement.com/contact-us,Form Submission,248,Referral,Google,08-09-2024
angelsheppard@forbesltd.com,https://assetmanagement.com/about-us,Page View,184,Email,Investment Update,13-08-2024
lsutton@jacobsgroup.com,https://assetmanagement.com/contact-us,Form Submission,47,Direct,LinkedIn,04-11-2024
flynnjohn@hillltd.com,https://assetmanagement.com/insights/quarterly-report,Page View,130,Paid,LinkedIn,05-09-2024
xjones@martinezplc.com,https://assetmanagement.com/video/investment-strategies,Video View,164,Email,Investment Update,18-08-2024
gilesnicole@gonzalezltd.com,https://assetmanagement.com/insights,Page View,63,Paid,Google,04-12-2024
richardprice@jonesandsons.com,https://assetmanagement.com/video/market-trends,Video View,291,Referral,LinkedIn,03-11-2024
robert77@williams-cummings.com,https://assetmanagement.com/products/esg,Product View,184,Email,Newsletter Campaign,29-11-2024
leonardpotter@henderson-rodriguez.com,https://assetmanagement.com/products/fixed-income,Product View,228,Paid,Google,20-12-2024
mccartyrichard@waltonwebsterandpatrick.com,https://assetmanagement.com/about-us,Click,88.8,Paid,Facebook,01-11-2024
kristen09@graygroup.com,https://assetmanagement.com/contact-us,Form Submission,171,Email,Investment Update,30-10-2024
james61@carsonpeckandaguirre.com,https://assetmanagement.com/about-us,Page View,168,Direct,LinkedIn,20-09-2024
bowerskimberly@harrellwongandwilliams.com,https://assetmanagement.com/products/real-estate,Product View,219,Direct,Google,16-10-2024
elizabethshaffer@warrengroup.com,https://assetmanagement.com/insights/quarterly-report,Page View,290,Email,Investment Update,10-06-2024
michaelbriggs@rogersgroup.com,https://assetmanagement.com/video/investment-strategies,Video View,154,Referral,Google,04-11-2024
williamscarmen@fox-chen.com,https://assetmanagement.com/insights,Page View,292,Email,Newsletter Campaign,12-07-2024
heather68@adamsrogersandwebb.com,https://assetmanagement.com/products/etf,Product View,244,Email,Investment Update,01-08-2024
michaelbenjamin@young-evans.com,https://assetmanagement.com/products/esg,Product View,48,Email,Newsletter Campaign,05-06-2024
colemanivan@cookhowardandrandall.com,https://assetmanagement.com/video/investment-strategies,Video View,227,Paid,Twitter,31-10-2024
penningtontristan@nguyenclarkandwilliams.com,https://assetmanagement.com/video/market-trends,Video View,127,Paid,Newsletter,29-06-2024
penningtontristan@nguyenclarkandwilliams.com,https://assetmanagement.com/contact-us,Form Submission,245,Email,Investment Update,16-10-2024
coreyharrell@norris-brown.com,https://assetmanagement.com/about-us,Page View,298,Direct,Google,17-10-2024
ksummers@larsonltd.com,https://assetmanagement.com/products/real-estate,Product View,135,Referral,LinkedIn,02-11-2024
millersarah@brown-rodriguez.com,https://assetmanagement.com/insights/quarterly-report,Page View,278,Email,Newsletter Campaign,05-09-2024
bradley42@mcdowell-steele.com,https://assetmanagement.com/video/investment-strategies,Video View,164,Email,Investment Update,03-11-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/insights,Page View,291,Referral,LinkedIn,16-09-2024
robert77@williams-cummings.com,https://assetmanagement.com/products/etf,Product View,34,Email,Investment Update,06-07-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/products/esg,Product View,197,Direct,Google,27-08-2024
zcampbell@hill-williams.com,https://assetmanagement.com/products/fixed-income,Product View,114,Email,Investment Update,23-06-2024
zcampbell@hill-williams.com,https://assetmanagement.com/video/market-trends,Video View,298,Direct,LinkedIn,21-11-2024
jwalker@thomasplc.com,https://assetmanagement.com/contact-us,Form Submission,30,Email,Newsletter Campaign,08-07-2024
ramirezheather@wilsonplc.com,https://assetmanagement.com/about-us,Page View,189,Email,Newsletter Campaign,09-12-2024
walter26@farrellericksonandfrost.com,https://assetmanagement.com/products/real-estate,Product View,230,Email,Investment Update,20-09-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/products/etf,Product View,139,Email,Investment Update,30-10-2024
daniel44@harriswoodsandjones.com,https://assetmanagement.com/video/investment-strategies,Video View,76,Email,Investment Update,06-12-2024
oprice@olsenltd.com,https://assetmanagement.com/insights,Page View,115,Referral,Google,13-10-2024
ramirezheather@wilsonplc.com,https://assetmanagement.com/products/etf,Product View,159,Email,Investment Update,14-12-2024
omunoz@curtisltd.com,https://assetmanagement.com/products/esg,Product View,112,Organic,Google,06-11-2024
christina05@campbellhillandparrish.com,https://assetmanagement.com/products/fixed-income,Product View,97,Email,Newsletter Campaign,20-08-2024
lsutton@jacobsgroup.com,https://assetmanagement.com/products/real-estate,Product View,71,Referral,LinkedIn,27-10-2024
kevin02@hoodharrisonandblackwell.com,https://assetmanagement.com/contact-us,Form Submission,245,Email,Newsletter Campaign,15-09-2024
brandontran@parsonscarlsonandyork.com,https://assetmanagement.com/about-us,Page View,268,Email,Investment Update,20-09-2024
victoria57@parker-cox.com,https://assetmanagement.com/products/real-estate,Product View,128,Email,Newsletter Campaign,19-06-2024
leonardpotter@henderson-rodriguez.com,https://assetmanagement.com/insights/quarterly-report,Page View,261,Email,Investment Update,03-06-2024
linelizabeth@richardsbrooksandmarshall.com,https://assetmanagement.com/video/investment-strategies,Video View,97,Direct,LinkedIn,03-08-2024
kpeterson@fergusonmooreandwalker.com,https://assetmanagement.com/insights,Page View,250,Direct,Google,15-08-2024
deanmckenzie@simpsonplc.com,https://assetmanagement.com/products/etf,Product View,278,Referral,LinkedIn,12-11-2024
duane85@jackson-sanchez.com,https://assetmanagement.com/products/esg,Product View,244,Organic,Google,19-08-2024
coreyharrell@norris-brown.com,https://assetmanagement.com/products/fixed-income,Product View,51,Referral,LinkedIn,31-08-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/video/market-trends,Video View,227,Referral,Google,13-11-2024
bradcurtis@long-molina.com,https://assetmanagement.com/contact-us,Form Submission,39,Direct,Newsletter,04-08-2024
milesbrett@bowenpittsandhansen.com,https://assetmanagement.com/about-us,Page View,257,Email,Newsletter Campaign,18-08-2024
diane68@woods-anderson.com,https://assetmanagement.com/products/real-estate,Product View,64,Email,Investment Update,26-06-2024
rhurst@larsongroup.com,https://assetmanagement.com/insights/quarterly-report,Page View,33,Organic,Newsletter,15-12-2024
staciemartinez@richardsplc.com,https://assetmanagement.com/video/investment-strategies,Video View,294,Email,Investment Update,04-11-2024
marc69@dickerson-krueger.com,https://assetmanagement.com/insights,Page View,123,Email,Investment Update,05-06-2024
david71@harding-lee.com,https://assetmanagement.com/products/etf,Product View,282,Direct,LinkedIn,02-11-2024
ksummers@larsonltd.com,https://assetmanagement.com/products/esg,Product View,188,Email,Investment Update,31-12-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/products/fixed-income,Product View,34,Email,Investment Update,26-08-2024
jonathan23@chunggroup.com,https://assetmanagement.com/video/market-trends,Video View,138,Referral,Google,02-08-2024
marc69@dickerson-krueger.com,https://assetmanagement.com/contact-us,Form Submission,136,Email,Investment Update,07-09-2024
lsutton@jacobsgroup.com,https://assetmanagement.com/insights/quarterly-report,Page View,216,Direct,Google,26-10-2024
gillchristian@cowanmooreandgarcia.com,https://assetmanagement.com/products/real-estate,Product View,286,Direct,LinkedIn,23-12-2024
theresawang@browngroup.com,https://assetmanagement.com/insights/quarterly-report,Page View,212,Organic,Google,22-12-2024
toniaustin@lee-wu.com,https://assetmanagement.com/video/investment-strategies,Video View,37,Referral,LinkedIn,29-12-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/insights,Page View,227,Email,Newsletter Campaign,16-09-2024
stewartamanda@bullockburnsandstevens.com,https://assetmanagement.com/products/etf,Product View,169,Organic,Newsletter,03-06-2024
sfletcher@evans-mullins.com,https://assetmanagement.com/products/esg,Product View,265,Paid,Newsletter,22-09-2024
williamshelton@gibsonwelchandtaylor.com,https://assetmanagement.com/products/fixed-income,Product View,187,Email,Investment Update,18-09-2024
geoffrey61@adamshoffmanandsims.com,https://assetmanagement.com/video/market-trends,Video View,299,Email,Newsletter Campaign,08-12-2024
earl91@anderson-watson.com,https://assetmanagement.com/contact-us,Form Submission,186,Direct,LinkedIn,01-12-2024
campbellpeggy@robinsonandsons.com,https://assetmanagement.com/about-us,Page View,196,Email,Newsletter Campaign,16-11-2024
christina05@campbellhillandparrish.com,https://assetmanagement.com/products/real-estate,Product View,62,Email,Investment Update,24-08-2024
stephenvazquez@smithinc.com,https://assetmanagement.com/insights/quarterly-report,Page View,94,Direct,LinkedIn,15-11-2024
tina09@woodandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,100,Direct,Google,23-10-2024
ernestflores@ortiz-thomas.com,https://assetmanagement.com/insights,Page View,256,Direct,Google,24-08-2024
geoffrey61@adamshoffmanandsims.com,https://assetmanagement.com/products/etf,Product View,275,Organic,LinkedIn,29-11-2024
xjones@martinezplc.com,https://assetmanagement.com/products/esg,Product View,60,Organic,Newsletter,03-08-2024
jennifer85@jonesgroup.com,https://assetmanagement.com/products/fixed-income,Product View,104,Referral,LinkedIn,09-07-2024
lawrencelittle@ellisltd.com,https://assetmanagement.com/video/market-trends,Video View,69,Direct,Newsletter,08-12-2024
ediaz@leeltd.com,https://assetmanagement.com/contact-us,Form Submission,221,Email,Newsletter Campaign,12-07-2024
theresawang@browngroup.com,https://assetmanagement.com/about-us,Page View,113,Direct,Google,04-12-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/products/real-estate,Product View,37,Referral,Newsletter,29-10-2024
ramirezheather@wilsonplc.com,https://assetmanagement.com/insights/quarterly-report,Page View,157,Email,Newsletter Campaign,21-09-2024
jody98@webbpowellandtucker.com,https://assetmanagement.com/video/investment-strategies,Video View,153,Referral,Newsletter,09-09-2024
jennifer85@jonesgroup.com,https://assetmanagement.com/insights,Page View,170,Email,Newsletter Campaign,01-06-2024
zchapman@brown-richardson.com,https://assetmanagement.com/products/etf,Product View,276,Email,Newsletter Campaign,19-08-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/video/market-trends,Product View,462,Email Campaign,Direct,24-12-2024
mathismisty@carsonandsons.com,https://assetmanagement.com/products/fixed-income,Product View,290,Direct,Google,18-08-2024
jessicaelliott@fitzpatrick-smith.com,https://assetmanagement.com/video/market-trends,Video View,62,Direct,LinkedIn,01-01-2025
penningtontristan@nguyenclarkandwilliams.com,https://assetmanagement.com/contact-us,Form Submission,194,Organic,Google,29-11-2024
cameronthomas@richmondowensandromero.com,https://assetmanagement.com/about-us,Page View,265,Email,Investment Update,20-09-2024
bsimpson@woodsjacobsandbeard.com,https://assetmanagement.com/products/real-estate,Product View,91,Email,Investment Update,05-01-2025
christina76@taylorcookandwilliams.com,https://assetmanagement.com/insights/quarterly-report,Page View,99,Organic,Newsletter,15-11-2024
heather68@adamsrogersandwebb.com,https://assetmanagement.com/video/investment-strategies,Video View,121,Organic,LinkedIn,12-07-2024
boltonkendra@kempmartinandwalker.com,https://assetmanagement.com/insights,Page View,246,Direct,Google,20-12-2024
bairdpeter@mcdanielltd.com,https://assetmanagement.com/products/etf,Product View,149,Email,Investment Update,18-07-2024
bradley42@mcdowell-steele.com,https://assetmanagement.com/products/esg,Product View,78,Referral,Google,15-11-2024
meganvaldez@evanshowellandyoung.com,https://assetmanagement.com/products/fixed-income,Product View,266,Email,Newsletter Campaign,27-08-2024
jennifergutierrez@anderson-clark.com,https://assetmanagement.com/products/real-estate,Product View,98,Email,Newsletter Campaign,24-10-2024
